MidLevelMode =	0						;
WindowTissue.x_TisMin =	-0.01905405						;
WindowTissue.x_TisMax =	0.01905405						;
WindowTissue.y_TisMin =	0.00000000						;
WindowTissue.y_TisMax =	0.09000000						;
WindowPixel.XUL =	160						;
WindowPixel.YUL =	36						;
WindowPixel.XLR =	347						;
WindowPixel.YLR =	479						;
ViewPortPixel.XUL =	160						;
ViewPortPixel.YUL =	36						;
ViewPortPixel.XLR =	347						;
ViewPortPixel.YLR =	479						;
WindowTissueQ.x_TisMin =	-0.01905406						;
WindowTissueQ.x_TisMax =	0.01905406						;
WindowTissueQ.y_TisMin =	0.00000000						;
WindowTissueQ.y_TisMax =	0.09000000						;
WindowPixelQ.XUL =	160						;
WindowPixelQ.YUL =	36						;
WindowPixelQ.XLR =	347						;
WindowPixelQ.YLR =	479						;
ScanAreaDscr.StartLine =	0.01908750	-0.00000000	1.57079637				;
ScanAreaDscr.StopLine =	-0.01908750	-0.00000000	1.57079637				;
ScanAreaDscr.StartDepth =	-0.00001406						;
ScanAreaDscr.StopDepth =	0.09000694						;
StartLineNum =	0						;
StopLineNum =	0						;
StartLineNumQ =	1						;
StopLineNumQ =	510						;
StartDepth =	0.00000000						;
StopDepth =	0.09000000						;
StartDepthQ =	-0.00001406						;
StopDepthQ =	0.09000694						;
DistRF_Smp =	0.00001850						;
ResmpFctVP =	0.16666667						;
ResmpFctSC =	0.54760003						;
ResmpFctCFM =	0.00000000						;
LineLengthRF =	5014						;
LineLengthVP =	832						;
LineLengthSC =	811						;
LineOffset =	0.00040700						;
Depth =	0.09042800						;
SmpFreq =	40000000.00000000						;
TotalNumb_Scanlines =	512						;
ScanLinesIndex =	0						;
ElementsIndex =	0						;
SC_LineOffset =	0.00061050						;
BF_RecalcFlag =	0						;
Scan_Line_Table =							;
Number	X	Y	Angle	CenterElemIdx	Int AperNum	Ext AperNum	;
1	0.01908750	-0.00062000	1.57079637	-0.12500000	32	0	;
2	0.01901250	-0.00062000	1.57079637	0.12500000	33	0	;
3	0.01893750	-0.00062000	1.57079637	0.37500000	33	0	;
4	0.01886250	-0.00062000	1.57079637	0.62500000	33	0	;
5	0.01878750	-0.00062000	1.57079637	0.87500000	33	0	;
6	0.01871250	-0.00062000	1.57079637	1.12500000	34	0	;
7	0.01863750	-0.00062000	1.57079637	1.37500000	34	0	;
8	0.01856250	-0.00062000	1.57079637	1.62500000	34	0	;
9	0.01848750	-0.00062000	1.57079637	1.87500000	34	0	;
10	0.01841250	-0.00062000	1.57079637	2.12500000	35	0	;
11	0.01833750	-0.00062000	1.57079637	2.37500000	35	0	;
12	0.01826250	-0.00062000	1.57079637	2.62500000	35	0	;
13	0.01818750	-0.00062000	1.57079637	2.87500000	35	0	;
14	0.01811250	-0.00062000	1.57079637	3.12500000	36	0	;
15	0.01803750	-0.00062000	1.57079637	3.37500000	36	0	;
16	0.01796250	-0.00062000	1.57079637	3.62500000	36	0	;
17	0.01788750	-0.00062000	1.57079637	3.87500000	36	0	;
18	0.01781250	-0.00062000	1.57079637	4.12500000	37	0	;
19	0.01773750	-0.00062000	1.57079637	4.37500000	37	0	;
20	0.01766250	-0.00062000	1.57079637	4.62500000	37	0	;
21	0.01758750	-0.00062000	1.57079637	4.87500000	37	0	;
22	0.01751250	-0.00062000	1.57079637	5.12500000	38	0	;
23	0.01743750	-0.00062000	1.57079637	5.37500000	38	0	;
24	0.01736250	-0.00062000	1.57079637	5.62500000	38	0	;
25	0.01728750	-0.00062000	1.57079637	5.87500000	38	0	;
26	0.01721250	-0.00062000	1.57079637	6.12500000	39	0	;
27	0.01713750	-0.00062000	1.57079637	6.37500000	39	0	;
28	0.01706250	-0.00062000	1.57079637	6.62500000	39	0	;
29	0.01698750	-0.00062000	1.57079637	6.87500000	39	0	;
30	0.01691250	-0.00062000	1.57079637	7.12500000	40	0	;
31	0.01683750	-0.00062000	1.57079637	7.37500000	40	0	;
32	0.01676250	-0.00062000	1.57079637	7.62500000	40	0	;
33	0.01668750	-0.00062000	1.57079637	7.87500000	40	0	;
34	0.01661250	-0.00062000	1.57079637	8.12500000	41	0	;
35	0.01653750	-0.00062000	1.57079637	8.37500000	41	0	;
36	0.01646250	-0.00062000	1.57079637	8.62500000	41	0	;
37	0.01638750	-0.00062000	1.57079637	8.87500000	41	0	;
38	0.01631250	-0.00062000	1.57079637	9.12500000	42	0	;
39	0.01623750	-0.00062000	1.57079637	9.37500000	42	0	;
40	0.01616250	-0.00062000	1.57079637	9.62500000	42	0	;
41	0.01608750	-0.00062000	1.57079637	9.87500000	42	0	;
42	0.01601250	-0.00062000	1.57079637	10.12500000	43	0	;
43	0.01593750	-0.00062000	1.57079637	10.37500000	43	0	;
44	0.01586250	-0.00062000	1.57079637	10.62500000	43	0	;
45	0.01578750	-0.00062000	1.57079637	10.87500000	43	0	;
46	0.01571250	-0.00062000	1.57079637	11.12500000	44	0	;
47	0.01563750	-0.00062000	1.57079637	11.37500000	44	0	;
48	0.01556250	-0.00062000	1.57079637	11.62500000	44	0	;
49	0.01548750	-0.00062000	1.57079637	11.87500000	44	0	;
50	0.01541250	-0.00062000	1.57079637	12.12500000	45	0	;
51	0.01533750	-0.00062000	1.57079637	12.37500000	45	0	;
52	0.01526250	-0.00062000	1.57079637	12.62500000	45	0	;
53	0.01518750	-0.00062000	1.57079637	12.87500000	45	0	;
54	0.01511250	-0.00062000	1.57079637	13.12500000	46	0	;
55	0.01503750	-0.00062000	1.57079637	13.37500000	46	0	;
56	0.01496250	-0.00062000	1.57079637	13.62500000	46	0	;
57	0.01488750	-0.00062000	1.57079637	13.87500000	46	0	;
58	0.01481250	-0.00062000	1.57079637	14.12500000	47	0	;
59	0.01473750	-0.00062000	1.57079637	14.37500000	47	0	;
60	0.01466250	-0.00062000	1.57079637	14.62500000	47	0	;
61	0.01458750	-0.00062000	1.57079637	14.87500000	47	0	;
62	0.01451250	-0.00062000	1.57079637	15.12500000	48	0	;
63	0.01443750	-0.00062000	1.57079637	15.37500000	48	0	;
64	0.01436250	-0.00062000	1.57079637	15.62500000	48	0	;
65	0.01428750	-0.00062000	1.57079637	15.87500000	48	0	;
66	0.01421250	-0.00062000	1.57079637	16.12500000	49	0	;
67	0.01413750	-0.00062000	1.57079637	16.37500000	49	0	;
68	0.01406250	-0.00062000	1.57079637	16.62500000	49	0	;
69	0.01398750	-0.00062000	1.57079637	16.87500000	49	0	;
70	0.01391250	-0.00062000	1.57079637	17.12500000	50	0	;
71	0.01383750	-0.00062000	1.57079637	17.37500000	50	0	;
72	0.01376250	-0.00062000	1.57079637	17.62500000	50	0	;
73	0.01368750	-0.00062000	1.57079637	17.87500000	50	0	;
74	0.01361250	-0.00062000	1.57079637	18.12500000	51	0	;
75	0.01353750	-0.00062000	1.57079637	18.37500000	51	0	;
76	0.01346250	-0.00062000	1.57079637	18.62500000	51	0	;
